word,word_start,word_end,word_duration,sentence,num_phonemes,num_vowels,phonemes,vowel_duration,consonant_duration,vowel_ratio,pitch_mean,pitch_max,pitch_min,pitch_range,pitch_slope,pitch_std,pitch_madiff,vowel_pitch_mean,vowel_pitch_max,energy_mean,energy_max,pre_pause,post_pause,pos_norm_start,pos_norm_center,word_duration_z,vowel_duration_z,vowel_ratio_z,pitch_mean_z,pitch_max_z,pitch_range_z,pitch_slope_z,pitch_std_z,pitch_madiff_z,vowel_pitch_mean_z,vowel_pitch_max_z,pre_pause_z,energy_max_z,prominence_score,cluster,kmeans_stress_label,hierarchical_cluster,hierarchical_stress_label,stress_label
Saplings,0.0,0.56,0.56,Saplings have also been planted on the southbound platform.,7,2,SAEPLIHNGZ,0.16000000000000003,0.4,0.28571428571428575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00035714285714285714,0.0007,0.0,0.0,0.0,0.023356690023356694,-0.29475713739926823,-0.9379857428609788,-1.04649132629554,-1.422082711665891,-1.3183422081757916,-0.5025983823608284,0.06654311912615565,-0.4928453352773058,-0.4406601298225717,-1.3646101884981372,-1.3358107498935048,0.0,-1.1164173953533039,-1.4889183454720634,0,unstressed,0,unstressed,unstressed
A,0.0,0.45,0.45,A book review's length may vary from a single paragraph to a substantial essay.,1,1,EY,0.45,0.0,1.0,160.78,160.78,160.78,0.0,0.0,0.0,0.0,160.78,160.78,0.0167,0.0167,0.0,0.0,0.0,0.01876876876876877,-0.9543435545316912,1.648235678365131,3.9000825784547257,0.2076159604568379,0.0018175853700865064,-0.5025983823608284,0.06654311912615565,-0.4928453352773058,-0.4406601298225717,0.19110371298370102,0.13077047403818573,0.0,-0.8238179953956788,0.5227921419054556,0,unstressed,0,unstressed,unstressed
The,0.0,0.643,0.643,The first woman graduated the following year.,2,1,DHAH0,0.322,0.321,0.5007776049766719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012,0.0023,0.0,0.0,0.0,0.026818485151818488,0.20293079552792317,0.5067310510653308,0.44286591780967244,-1.422082711665891,-1.3183422081757916,-0.5025983823608284,0.06654311912615565,-0.4928453352773058,-0.4406601298225717,-1.3646101884981372,-1.3358107498935048,0.0,-1.0871574553575414,-0.7607079605097561,0,unstressed,0,unstressed,unstressed
The,0.0,0.504,0.504,The Ottoman Turks brought a form of Iranian civilization to the walls of Vienna.,2,1,DHAH0,0.252,0.252,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00015000000000000001,0.0002,0.0,0.0,0.0,0.021021021021021023,-0.6305465861212292,-0.11752929198924758,0.4374808451295396,-1.422082711665891,-1.3183422081757916,-0.5025983823608284,0.06654311912615565,-0.4928453352773058,-0.4406601298225717,-1.3646101884981372,-1.3358107498935048,0.0,-1.1255611266019796,-1.0805188662859329,0,unstressed,0,unstressed,unstressed
The,0.0,0.692,0.692,"The current mayor is Jim Lowery, who is serving his fourth four-year term.",2,1,DHAH0,0.346,0.346,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005,0.0007,0.0,0.0,0.0,0.028862195528862194,0.49674656315963833,0.720763168684043,0.4374808451295396,-1.422082711665891,-1.3183422081757916,-0.5025983823608284,0.06654311912615565,-0.4928453352773058,-0.4406601298225717,-1.3646101884981372,-1.3358107498935048,0.0,-1.1164173953533039,-0.6595438896995525,0,unstressed,0,unstressed,unstressed
"Films,",0.0,1.22,1.22,"Films, particularly comedies, often climaxed in chase scenes.",5,1,FIHLMZ,0.244,0.976,0.2,277.26,277.26,277.26,0.0,0.0,0.0,0.0,277.26,277.26,0.026019999999999998,0.1253,0.0,0.0,0.0,0.050884217550884216,3.662761365395267,-0.18887333119548516,-1.640080194865572,1.3882808524138939,0.9582313977362009,-0.5025983823608284,0.06654311912615565,-0.4928453352773058,-0.4406601298225717,1.318168990036845,1.1932619590709217,0.0,1.1622004318167016,0.47964822875068086,0,unstressed,0,unstressed,unstressed
His,0.0,0.844,0.844,His translations of Juvenal were published after his death.,3,1,HHIHZ,0.2819999999999999,0.562,0.33412322274881506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013333333333333333,0.003,0.0,0.0,0.0,0.035201868535201866,1.4081750668335316,0.15001085503414238,-0.711249587727158,-1.422082711665891,-1.3183422081757916,-0.5025983823608284,0.06654311912615565,-0.4928453352773058,-0.4406601298225717,-1.3646101884981372,-1.3358107498935048,0.0,-1.0743562316093953,-0.9365078137757211,0,unstressed,0,unstressed,unstressed
Each,0.0,0.479,0.479,Each is required by international treaty to extend those rights.,2,1,IYCH,0.239,0.24,0.4989561586638831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00125,0.0025,0.0,0.0,0.0,0.019978311644978312,-0.7804525900149617,-0.23346335569938365,0.4302520314900299,-1.422082711665891,-1.3183422081757916,-0.5025983823608284,0.06654311912615565,-0.4928453352773058,-0.4406601298225717,-1.3646101884981372,-1.3358107498935048,0.0,-1.083499962858071,-1.1300736653922192,0,unstressed,0,unstressed,unstressed
Many,0.0,0.38,0.38,Many stations throughout the system feature commissioned works by various artists.,4,2,MEHNIY,0.19000000000000003,0.18999999999999997,0.5000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00105,0.0014,0.0,0.0,0.0,0.015849182515849183,-1.374080365434142,-0.6704455958375881,0.4374808451295404,-1.422082711665891,-1.3183422081757916,-0.5025983823608284,0.06654311912615565,-0.4928453352773058,-0.4406601298225717,-1.3646101884981372,-1.3358107498935048,0.0,-1.1036161716051578,-1.352588027210739,0,unstressed,0,unstressed,unstressed
Magnesia,0.0,0.825,0.825,"Magnesia is also homeland of the mythical heroes Jason, Peleus and his son Achilles.",8,4,MAEGNIYZIYAH0,0.412,0.413,0.4993939393939394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0028000000000000004,0.0154,0.0,0.0,0.0,0.03440940940940941,1.294246503874295,1.3093514921355027,0.4332837521194485,-1.422082711665891,-1.3183422081757916,-0.5025983823608284,0.06654311912615565,-0.4928453352773058,-0.4406601298225717,-1.3646101884981372,-1.3358107498935048,0.0,-0.8475916966422357,-0.31148458823160896,0,unstressed,0,unstressed,unstressed
Oakes',0.0,0.801,0.801,Oakes' brother Scott was also a professional footballer.,4,2,AH0UHKS,0.401,0.4,0.5006242197253433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000475,0.0014,0.0,0.0,0.0,0.03340840840840841,1.1503367401363123,1.2112534382269264,0.44180369373543876,-1.422082711665891,-1.3183422081757916,-0.5025983823608284,0.06654311912615565,-0.4928453352773058,-0.4406601298225717,-1.3646101884981372,-1.3358107498935048,0.0,-1.1036161716051578,-0.41173851017848156,0,unstressed,0,unstressed,unstressed
It,0.0,0.812,0.812,"It was named for Abram Groesbeeck, a railroad director.",2,1,IHT,0.406,0.406,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00075,0.0008,0.0,0.0,0.0,0.03386720053386721,1.2162953818495545,1.255843462730825,0.4374808451295396,-1.422082711665891,-1.3183422081757916,-0.5025983823608284,0.06654311912615565,-0.4928453352773058,-0.4406601298225717,-1.3646101884981372,-1.3358107498935048,0.0,-1.1145886491035686,-0.3916379934262144,0,unstressed,0,unstressed,unstressed
The,0.0,0.54,0.54,"The local mandarin, a man of sense and humanity, forbade the custom.",2,1,DHAH0,0.27,0.27,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00025,0.0003,0.0,0.0,0.0,0.022522522522522525,-0.4146819405142543,0.04299479622478699,0.4374808451295396,-1.422082711665891,-1.3183422081757916,-0.5025983823608284,0.06654311912615565,-0.4928453352773058,-0.4406601298225717,-1.3646101884981372,-1.3358107498935048,0.0,-1.1237323803522445,-0.9998910729289687,0,unstressed,0,unstressed,unstressed
In,0.0,0.41,0.41,In particular it is one of the largest producers of grapes in Zulia.,2,1,IHN,0.205,0.205,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014,0.0019,0.0,0.0,0.0,0.017100433767100433,-1.1941931607616632,-0.5366755223258931,0.4374808451295396,-1.422082711665891,-1.3183422081757916,-0.5025983823608284,0.06654311912615565,-0.4928453352773058,-0.4406601298225717,-1.3646101884981372,-1.3358107498935048,0.0,-1.094472440356482,-1.283874244205156,0,unstressed,0,unstressed,unstressed
Some,0.0,0.648,0.648,Some go further and re-climb all the peaks in winter.,3,1,SAHM,0.216,0.43200000000000005,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011333333333333334,0.0022,0.0,0.0,0.0,0.02702702702702703,0.23291199630666967,-0.43857746841731643,-0.7167197326455226,-1.422082711665891,-1.3183422081757916,-0.5025983823608284,0.06654311912615565,-0.4928453352773058,-0.4406601298225717,-1.3646101884981372,-1.3358107498935048,0.0,-1.0889862016072764,-1.2337279695010266,0,unstressed,0,unstressed,unstressed
"Currently,",0.0,0.727,0.727,"Currently, this disc is out-of-print.",8,3,KAHRAH0NTLIY,0.2729999999999999,0.454,0.37551581843191184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25e-05,0.0001,0.0,0.0,0.0,0.03032198865532199,0.7066149686108639,0.0697488109271251,-0.4245974406089189,-1.422082711665891,-1.3183422081757916,-0.5025983823608284,0.06654311912615565,-0.4928453352773058,-0.4406601298225717,-1.3646101884981372,-1.3358107498935048,0.0,-1.1273898728517147,-0.9872455640776935,0,unstressed,0,unstressed,unstressed
The,0.0,0.479,0.479,The hospital had not preserved life or educated the foundlings.,2,1,DHAH0,0.24,0.239,0.5010438413361169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010999999999999998,0.0017,0.0,0.0,0.0,0.019978311644978312,-0.7804525900149617,-0.22454535079860394,0.44470965876904933,-1.422082711665891,-1.3183422081757916,-0.5025983823608284,0.06654311912615565,-0.4928453352773058,-0.4406601298225717,-1.3646101884981372,-1.3358107498935048,0.0,-1.0981299328559524,-1.1285406569414056,0,unstressed,0,unstressed,unstressed
We,0.0,0.922,0.922,We are suspended in language.,2,1,WIY,0.461,0.461,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00015000000000000001,0.0002,0.0,0.0,0.0,0.03845512178845512,1.8758817989819772,1.7463337322737078,0.4374808451295396,-1.422082711665891,-1.3183422081757916,-0.5025983823608284,0.06654311912615565,-0.4928453352773058,-0.4406601298225717,-1.3646101884981372,-1.3358107498935048,0.0,-1.1255611266019796,-0.14858735415445523,0,unstressed,0,unstressed,unstressed
He,0.0,0.662,0.662,"He also earned twenty caps, scoring nineteen goals, with the Swedish national team.",2,1,HHIY,0.331,0.331,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004,0.0004,0.0,0.0,0.0,0.027610944277610946,0.3168593584871599,0.5869930951723481,0.4374808451295396,-1.422082711665891,-1.3183422081757916,-0.5025983823608284,0.06654311912615565,-0.4928453352773058,-0.4406601298225717,-1.3646101884981372,-1.3358107498935048,0.0,-1.1219036341025095,-0.7275261742052411,0,unstressed,0,unstressed,unstressed
The,0.0,0.45,0.45,The bridge linking two districts of the city is being built now.,2,1,DHAH0,0.225,0.225,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013,0.0013,0.0,0.0,0.0,0.01876876876876877,-0.9543435545316912,-0.35831542431029917,0.4374808451295396,-1.422082711665891,-1.3183422081757916,-0.5025983823608284,0.06654311912615565,-0.4928453352773058,-0.4406601298225717,-1.3646101884981372,-1.3358107498935048,0.0,-1.1054449178548929,-1.1968886906970413,0,unstressed,0,unstressed,unstressed
Lee,0.0,0.84,0.84,"Lee presently lives in Jerome, Arizona.",2,1,LIY,0.42,0.42,0.5,152.6,152.6,152.6,0.0,0.0,0.0,0.0,152.6,152.6,0.02545,0.0507,0.0,0.0,0.0,0.035035035035035036,1.3841901062105344,1.3806955313417402,0.4374808451295396,0.12470182226823275,-0.06534815110960807,-0.5025983823608284,0.06654311912615565,-0.4928453352773058,-0.4406601298225717,0.11195369610273669,0.05615525814217106,0.0,-0.2020442704857253,0.4797939451359036,0,unstressed,0,unstressed,unstressed
The,0.0,0.764,0.764,The tail is bluish grey with white outer tips.,2,1,DHAH0,0.382,0.382,0.5,120.65,120.65,120.65,0.0,0.0,0.0,0.0,120.65,120.65,0.019950000000000002,0.0374,0.0,0.0,0.0,0.0318651985318652,0.928475854373588,1.0418113451121123,0.4374808451295396,-0.19914985439752897,-0.3276886499514466,-0.5025983823608284,0.06654311912615565,-0.4928453352773058,-0.4406601298225717,-0.1971958197098315,-0.2352819237499641,0.0,-0.44526752170050116,0.13053695235721519,0,unstressed,0,unstressed,unstressed
He,0.0,0.612,0.612,He wrote a book on Francis Atterbury.,2,1,HHIY,0.306,0.306,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005499999999999999,0.0006,0.0,0.0,0.0,0.025525525525525526,0.0170473506996948,0.3640429726528556,0.4374808451295396,-1.422082711665891,-1.3183422081757916,-0.5025983823608284,0.06654311912615565,-0.4928453352773058,-0.4406601298225717,-1.3646101884981372,-1.3358107498935048,0.0,-1.118246141603039,-0.8382697369650931,0,unstressed,0,unstressed,unstressed
The,0.0,0.475,0.475,The chair does not fold.,2,1,DHAH0,0.237,0.238,0.49894736842105264,110.63,110.63,110.63,0.0,0.0,0.0,0.0,110.63,110.63,0.0138,0.0235,0.0,0.0,0.0,0.01981147814481148,-0.804437550637959,-0.25129936550094306,0.4301911572699077,-0.300714605577214,-0.40996257165395755,-0.5025983823608284,0.06654311912615565,-0.4928453352773058,-0.4406601298225717,-0.29414975236842106,-0.3266810023903146,0.0,-0.6994632504136881,-0.6079945095432053,0,unstressed,0,unstressed,unstressed
He,0.0,0.48,0.48,He was the president of Grupo Xtra and chairman of Casa Saba.,2,1,HHIY,0.24,0.24,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00025,0.0003,0.0,0.0,0.0,0.02002002002002002,-0.7744563498592124,-0.22454535079860394,0.4374808451295396,-1.422082711665891,-1.3183422081757916,-0.5025983823608284,0.06654311912615565,-0.4928453352773058,-0.4406601298225717,-1.3646101884981372,-1.3358107498935048,0.0,-1.1237323803522445,-1.133661146440664,0,unstressed,0,unstressed,unstressed
Lists,0.0,0.587,0.587,Lists of film related events indexed by year of release.,5,1,LIHSTS,0.11799999999999998,0.469,0.2010221465076661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014,0.0023,0.0,0.0,0.0,0.024482816149482816,-0.13285865319403775,-1.3125419486937262,-1.6330016223272583,-1.422082711665891,-1.3183422081757916,-0.5025983823608284,0.06654311912615565,-0.4928453352773058,-0.4406601298225717,-1.3646101884981372,-1.3358107498935048,0.0,-1.0871574553575414,-1.6703444603892845,0,unstressed,0,unstressed,unstressed
Similar,0.0,1.26,1.26,Similar characters were found used by Tiandihui.,6,3,SIHMIHLAH0,0.6299999999999999,0.6300000000000001,0.4999999999999999,119.89,120.98,118.8,2.180000000000007,0.0,1.0900000000000034,2.180000000000007,118.8,118.8,0.007450000000000001,0.0135,0.0,0.0,0.0,0.052552552552552555,3.9026109716252395,3.2534765605054745,0.4374808451295389,-0.20685336845906202,-0.3249790297756154,-0.472321468494222,0.06654311912615565,-0.45780736972698083,-0.3951791217222205,-0.2150964958992917,-0.2521570031396496,0.0,-0.8823378753872038,1.1593933735644535,0,unstressed,0,unstressed,unstressed
Nowadays,0.0,0.46,0.46,Nowadays the pier is a grade one listed building.,6,3,NAWAH0DEYZ,0.22900000000000004,0.23099999999999998,0.4978260869565218,328.52666666666664,330.76,325.01,5.75,0.0,2.5167218536995497,3.3499999999999943,330.28499999999997,330.76,0.01681666666666667,0.0481,0.0,0.0,0.0,0.019185852519185854,-0.8943811529741982,-0.3226434047071801,0.42242605498464797,1.9079301781436189,1.3975183050300464,-0.42273954991450446,0.06654311912615565,-0.4119455062776044,-0.3707695898518489,1.8312410737915061,1.681271011691555,0.0,-0.24959167297883947,0.3740058744165451,0,unstressed,0,unstressed,unstressed
This,0.0,0.504,0.504,This resulted in the closure of an entire wing of the mall.,3,1,DHIHS,0.168,0.33599999999999997,0.33333333333333337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007333333333333332,0.0009,0.0,0.0,0.0,0.021021021021021023,-0.6305465861212292,-0.8666417036547415,-0.7167197326455222,-1.422082711665891,-1.3183422081757916,-0.5025983823608284,0.06654311912615565,-0.4928453352773058,-0.4406601298225717,-1.3646101884981372,-1.3358107498935048,0.0,-1.1127599028538335,-1.4525148273690507,0,unstressed,0,unstressed,unstressed
Artillery,0.0,0.886,0.886,Artillery and anti-aircraft batteries extensively ringed the coastal shoreline defenses.,7,4,AATIHLAH0RIY,0.508,0.378,0.5733634311512416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00017142857142857145,0.0007,0.0,0.0,0.0,0.03695362028695362,1.6600171533750023,2.165479962610353,0.9455375328634835,-1.422082711665891,-1.3183422081757916,-0.5025983823608284,0.06654311912615565,-0.4928453352773058,-0.4406601298225717,-1.3646101884981372,-1.3358107498935048,0.0,-1.1164173953533039,0.06281450726360258,0,unstressed,0,unstressed,unstressed
"However,",0.0,0.278,0.278,"However, John remains indifferent, as he has other children waiting for him at home.",5,3,HHAWEHVAH0,0.16700000000000004,0.11099999999999999,0.6007194244604317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00064,0.0013,0.0,0.0,0.0,0.011594928261594929,-1.98569686132057,-0.8755597085555209,1.1349833525619515,-1.422082711665891,-1.3183422081757916,-0.5025983823608284,0.06654311912615565,-0.4928453352773058,-0.4406601298225717,-1.3646101884981372,-1.3358107498935048,0.0,-1.1054449178548929,-1.4555108328196522,0,unstressed,0,unstressed,unstressed
Soon,0.0,0.453,0.453,"Soon after the album release, the band went through more lineup changes.",3,1,SUWN,0.151,0.30200000000000005,0.3333333333333333,313.12,313.12,313.12,0.0,0.0,0.0,0.0,313.12,313.12,0.0031,0.0093,0.0,0.0,0.0,0.018893893893893895,-0.9363548340644433,-1.0182477869679962,-0.7167197326455226,1.7517650816857004,1.2526767901765243,-0.5025983823608284,0.06654311912615565,-0.4928453352773058,-0.4406601298225717,1.665151826876867,1.5203648492947706,0.0,-0.9591452178760804,-0.21208543285396944,0,unstressed,0,unstressed,unstressed
For,0.0,0.562,0.562,"For these, watchtowers were erected all over the Ilocos coast.",2,1,FAO,0.281,0.281,0.5,120.75,120.75,120.75,0.0,0.0,0.0,0.0,120.75,120.75,0.0139,0.0215,0.0,0.0,0.0,0.02344010677344011,-0.28276465708776966,0.14109285013336367,0.4374808451295396,-0.1981362341262747,-0.3268675529284675,-0.5025983823608284,0.06654311912615565,-0.4928453352773058,-0.4406601298225717,-0.19622821559148235,-0.23436975729646764,0.0,-0.7360381754083912,-0.37756587736224756,0,unstressed,0,unstressed,unstressed
Lipoylated,0.0,0.912,0.912,Lipoylated enzymes have lipoic acid attached to them covalently.,9,4,LIHPOYLEYTIHD,0.40600000000000014,0.5059999999999999,0.4451754385964914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014,0.005,0.0,0.0,0.0,0.03803803803803804,1.815919397424484,1.255843462730826,0.05780960244037559,-1.422082711665891,-1.3183422081757916,-0.5025983823608284,0.06654311912615565,-0.4928453352773058,-0.4406601298225717,-1.3646101884981372,-1.3358107498935048,0.0,-1.0377813066146921,-0.37627652492843866,0,unstressed,0,unstressed,unstressed
It,0.0,0.425,0.425,It is held each July and August on each Wednesday.,2,1,IHT,0.212,0.213,0.4988235294117647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00035,0.0006,0.0,0.0,0.0,0.01772605939272606,-1.1042495584254237,-0.47424948802043526,0.42933354693348047,-1.422082711665891,-1.3183422081757916,-0.5025983823608284,0.06654311912615565,-0.4928453352773058,-0.4406601298225717,-1.3646101884981372,-1.3358107498935048,0.0,-1.118246141603039,-1.2574159673017387,0,unstressed,0,unstressed,unstressed
I,0.0,0.526,0.526,"I ended up having two songs on the album: ""Poison"" and ""She's Dope!"".",1,1,AY,0.526,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004,0.0004,0.0,0.0,0.0,0.021938605271938607,-0.49862930269474454,2.3260040508243875,3.9000825784547257,-1.422082711665891,-1.3183422081757916,-0.5025983823608284,0.06654311912615565,-0.4928453352773058,-0.4406601298225717,-1.3646101884981372,-1.3358107498935048,0.0,-1.1219036341025095,0.14197930362077865,0,unstressed,0,unstressed,unstressed
